台北市,北投區,建民里,8,910,584,1032,16,31,3689
台北市,北投區,文林里,9,899,554,1024,17,15,3684
台北市,北投區,石牌里,9,1049,627,1334,14,24,4522
台北市,北投區,福興里,10,1496,719,1691,11,32,5879
台北市,北投區,榮光里,14,1571,654,1668,19,35,6046
台北市,北投區,榮華里,12,1743,682,1708,15,34,6348
台北市,北投區,裕民里,10,1718,760,1725,10,35,6615
台北市,北投區,振華里,11,1755,761,1674,19,22,6449
台北市,北投區,永和里,17,2018,956,2008,24,35,7751
台北市,北投區,永欣里,8,1830,637,1655,14,38,6673
台北市,北投區,永明里,9,1132,443,1159,14,25,4052
台北市,北投區,東華里,17,1151,409,1054,9,25,3725
台北市,北投區,吉利里,13,1652,518,1600,17,40,5686
台北市,北投區,吉慶里,8,962,563,1251,12,31,4253
台北市,北投區,尊賢里,7,902,556,1086,6,22,3905
台北市,北投區,立賢里,8,1030,523,1325,12,16,4512
台北市,北投區,立農里,16,1762,868,2110,20,28,7483
台北市,北投區,八仙里,8,1122,616,1306,13,21,4773
台北市,北投區,洲美里,8,345,359,507,7,6,1613
台北市,北投區,奇岩里,35,2207,1048,2269,18,55,8779
台北市,北投區,清江里,23,1811,949,1979,24,43,8250
台北市,北投區,中央里,17,1632,957,1985,11,49,7333
台北市,北投區,長安里,10,1184,597,1406,14,17,5371
台北市,北投區,大同里,11,1048,645,1419,11,26,4991
台北市,北投區,溫泉里,17,1428,713,1600,17,29,5793
台北市,北投區,林泉里,8,680,260,685,9,13,2690
台北市,北投區,中心里,14,1369,614,1510,12,34,5653
台北市,北投區,中庸里,3,891,500,1075,13,25,3727
台北市,北投區,開明里,15,1631,644,1488,14,35,5726
台北市,北投區,中和里,10,1174,461,1100,12,24,4258
台北市,北投區,智仁里,19,1320,486,1350,16,20,5162
台北市,北投區,秀山里,7,854,337,676,10,16,2867
台北市,北投區,文化里,10,1301,228,901,11,21,3516
台北市,北投區,豐年里,12,1020,412,1169,13,25,3812
台北市,北投區,稻香里,8,1366,465,1145,16,24,4746
台北市,北投區,桃源里,18,1246,691,1528,18,35,5238
台北市,北投區,一德里,24,1403,785,1767,18,31,6253
台北市,北投區,關渡里,21,2446,1114,2695,28,51,9719
台北市,北投區,泉源里,7,504,296,533,8,16,2106
台北市,北投區,湖山里,2,388,210,349,5,8,1492
台北市,北投區,大屯里,1,250,183,306,4,13,1036
台北市,北投區,湖田里,3,223,106,228,6,6,867
台北市,士林區,仁勇里,9,677,506,970,9,28,3317
台北市,士林區,義信里,6,703,365,693,8,21,2746
台北市,士林區,福林里,11,696,346,685,13,23,2597
台北市,士林區,福德里,9,1022,503,1054,19,24,5199
台北市,士林區,福志里,9,1884,801,1568,14,36,6598
台北市,士林區,舊佳里,23,1298,803,1455,13,31,5420
台北市,士林區,福佳里,17,1643,892,1766,23,36,6581
台北市,士林區,後港里,19,1493,1068,2060,22,43,7009
台北市,士林區,福中里,13,1196,863,1750,25,46,5757
台北市,士林區,前港里,8,798,575,1177,7,24,3816
台北市,士林區,百齡里,11,1282,907,1797,19,38,6001
台北市,士林區,承德里,10,1210,548,1261,10,20,4784
台北市,士林區,福華里,11,1214,785,1425,16,45,5484
台北市,士林區,明勝里,6,1002,615,1260,9,20,4326
台北市,士林區,福順里,8,900,829,1344,12,42,4604
台北市,士林區,富光里,11,955,848,1432,17,40,5035
台北市,士林區,葫蘆里,15,1451,884,1886,12,44,6425
台北市,士林區,葫東里,13,656,584,1099,5,28,3530
台北市,士林區,社子里,9,1079,962,1623,11,40,5543
台北市,士林區,社新里,21,1442,1269,2260,23,45,7817
台北市,士林區,社園里,17,1075,1090,1844,14,32,6215
台北市,士林區,永倫里,12,1116,1014,1719,15,30,6229
台北市,士林區,福安里,16,528,1148,1147,11,33,4199
台北市,士林區,富洲里,15,771,1244,1636,24,44,5092
台北市,士林區,岩山里,7,823,289,717,8,20,2923
台北市,士林區,名山里,17,1665,710,1590,13,30,6115
台北市,士林區,聖山里,10,1325,493,1117,11,30,4343
台北市,士林區,芝山里,17,1699,770,1665,20,32,6382
台北市,士林區,東山里,10,1405,462,1054,17,24,4396
台北市,士林區,德行里,9,959,514,1063,12,26,3774
台北市,士林區,德華里,10,1149,684,1265,10,35,4854
台北市,士林區,忠誠里,10,1651,373,992,14,27,4829
台北市,士林區,蘭雅里,13,1879,873,1959,25,35,7461
