新竹縣,竹北市,鹿場里,272,17,204,351,26,1247
新竹縣,竹北市,鹿場里,224,11,186,371,14,1259
新竹縣,竹北市,鹿場里,290,18,180,317,23,1201
新竹縣,竹北市,鹿場里,255,15,180,388,26,1389
新竹縣,竹北市,鹿場里,255,22,194,298,23,1183
新竹縣,竹北市,鹿場里,218,18,213,380,13,1357
新竹縣,竹北市,鹿場里,223,14,162,490,25,1351
新竹縣,竹北市,東平里,234,15,189,432,22,1361
新竹縣,竹北市,東平里,227,27,167,374,21,1311
新竹縣,竹北市,東平里,214,16,196,404,23,1464
新竹縣,竹北市,東平里,237,13,197,426,26,1393
新竹縣,竹北市,東平里,229,11,202,382,21,1350
新竹縣,竹北市,東平里,225,11,221,415,12,1458
新竹縣,竹北市,東平里,171,25,185,410,23,1374
新竹縣,竹北市,中興里,294,13,204,317,25,1321
新竹縣,竹北市,中興里,250,15,191,335,28,1189
新竹縣,竹北市,中興里,221,13,209,348,16,1304
新竹縣,竹北市,中興里,259,14,189,397,19,1288
新竹縣,竹北市,中興里,254,12,165,252,24,1121
新竹縣,竹北市,隘口里,229,25,234,303,22,1136
新竹縣,竹北市,隘口里,235,11,201,323,16,1161
新竹縣,竹北市,東海里,324,26,263,233,23,1457
新竹縣,竹北市,東海里,366,41,288,264,27,1520
新竹縣,竹北市,東興里,234,18,226,402,22,1419
新竹縣,竹北市,東興里,222,20,199,387,20,1372
新竹縣,竹北市,東興里,193,12,171,347,12,1382
新竹縣,竹北市,東興里,307,26,240,280,17,1352
新竹縣,竹北市,北興里,234,14,197,374,15,1528
新竹縣,竹北市,北興里,204,14,289,383,29,1558
新竹縣,竹北市,十興里,177,8,195,362,20,1161
新竹縣,竹北市,十興里,190,18,185,334,26,1170
新竹縣,竹北市,十興里,199,12,180,318,16,1150
新竹縣,竹北市,十興里,229,20,192,362,27,1263
新竹縣,竹北市,十興里,168,11,147,396,15,1190
新竹縣,竹北市,興安里,230,13,144,281,15,1065
新竹縣,竹北市,興安里,237,10,151,263,9,1011
新竹縣,竹北市,興安里,271,16,134,289,27,1072
新竹縣,竹北市,文化里,256,16,157,282,22,1029
新竹縣,竹北市,文化里,245,13,159,236,23,979
新竹縣,竹北市,文化里,225,15,170,319,10,1080
新竹縣,竹北市,斗崙里,232,9,190,317,18,1237
新竹縣,竹北市,斗崙里,338,25,246,398,29,1666
新竹縣,竹北市,斗崙里,303,21,190,304,28,1338
新竹縣,竹北市,斗崙里,323,24,245,314,25,1372
新竹縣,竹北市,中崙里,314,22,221,294,27,1280
新竹縣,竹北市,中崙里,315,25,197,336,22,1429
新竹縣,竹北市,中崙里,240,22,193,445,29,1560
新竹縣,竹北市,中崙里,303,7,182,303,27,1202
新竹縣,竹北市,北崙里,242,15,186,257,24,1108
新竹縣,竹北市,北崙里,325,18,228,307,32,1272
新竹縣,竹北市,北崙里,326,27,190,287,17,1171
新竹縣,竹北市,新崙里,307,15,237,338,21,1504
新竹縣,竹北市,新崙里,316,24,284,300,28,1417
新竹縣,竹北市,新崙里,306,22,218,303,24,1427
新竹縣,竹北市,新崙里,268,16,254,336,16,1428
新竹縣,竹北市,竹北里,334,15,205,279,23,1415
新竹縣,竹北市,竹北里,360,18,226,395,19,1563
新竹縣,竹北市,竹北里,319,28,219,353,21,1478
新竹縣,竹北市,竹北里,322,18,174,286,33,1405
新竹縣,竹北市,竹仁里,354,23,184,340,32,1431
新竹縣,竹北市,竹仁里,361,15,222,322,27,1537
新竹縣,竹北市,竹仁里,345,13,185,314,24,1383
新竹縣,竹北市,竹仁里,306,18,170,308,20,1253
新竹縣,竹北市,竹仁里,346,21,192,461,22,1552
新竹縣,竹北市,竹仁里,340,25,222,229,25,1295
新竹縣,竹北市,福德里,272,26,163,205,14,928
新竹縣,竹北市,福德里,316,21,217,208,15,1061
新竹縣,竹北市,福德里,274,16,169,227,22,1090
新竹縣,竹北市,竹義里,321,23,220,339,19,1415
新竹縣,竹北市,竹義里,314,12,206,243,21,1268
新竹縣,竹北市,竹義里,307,25,207,270,27,1424
新竹縣,竹北市,竹義里,249,13,172,214,15,1408
新竹縣,竹北市,泰和里,293,13,181,246,22,1258
新竹縣,竹北市,泰和里,315,31,164,287,28,1279
新竹縣,竹北市,泰和里,294,18,210,235,21,1359
新竹縣,竹北市,泰和里,361,27,223,320,32,1584
新竹縣,竹北市,新社里,345,22,181,238,25,1265
新竹縣,竹北市,新社里,292,21,254,288,31,1375
新竹縣,竹北市,新社里,378,21,223,268,29,1468
新竹縣,竹北市,新社里,355,26,213,195,34,1297
新竹縣,竹北市,新社里,308,17,187,190,18,1161
新竹縣,竹北市,新國里,350,20,257,314,17,1415
新竹縣,竹北市,新國里,241,6,185,213,19,1103
新竹縣,竹北市,新國里,241,23,193,299,20,1411
新竹縣,竹北市,新國里,320,35,264,323,28,1447
新竹縣,竹北市,聯興里,324,21,226,303,22,1331
新竹縣,竹北市,聯興里,345,34,306,285,30,1505
新竹縣,竹北市,聯興里,321,42,251,306,23,1441
新竹縣,竹北市,麻園里,180,14,207,189,12,852
新竹縣,竹北市,麻園里,241,8,227,192,25,1020
新竹縣,竹北市,溪州里,280,16,221,225,23,1044
新竹縣,竹北市,溪州里,256,26,279,287,35,1281
新竹縣,竹北市,新庄里,253,18,201,193,25,1024
新竹縣,竹北市,白地里,259,21,217,184,23,904
新竹縣,竹北市,白地里,238,21,289,256,28,1159
新竹縣,竹北市,新港里,213,9,412,230,43,1173
新竹縣,竹北市,大眉里,390,36,310,371,29,1666
新竹縣,竹北市,大義里,154,12,275,190,27,883
新竹縣,竹北市,大義里,115,6,177,168,17,637
新竹縣,竹北市,尚義里,105,7,228,264,10,792
新竹縣,竹北市,尚義里,132,9,224,192,29,724
新竹縣,竹北市,崇義里,188,14,307,189,33,938
新竹縣,竹北市,崇義里,152,26,263,195,14,900
新竹縣,竹東鎮,上坪里,87,5,77,61,5,302
新竹縣,竹東鎮,瑞峰里,90,4,73,64,8,399
新竹縣,竹東鎮,軟橋里,106,5,98,80,15,378
新竹縣,竹東鎮,員崠里,246,12,196,147,18,912
新竹縣,竹東鎮,員崠里,352,23,224,206,23,1236
新竹縣,竹東鎮,上舘里,276,12,236,203,13,1169
新竹縣,竹東鎮,上舘里,381,18,236,270,23,1477
新竹縣,竹東鎮,上舘里,309,9,202,205,20,1198
新竹縣,竹東鎮,上舘里,262,10,183,180,13,1190
新竹縣,竹東鎮,上舘里,328,7,217,209,20,1307
新竹縣,竹東鎮,上舘里,291,16,248,208,13,1209
新竹縣,竹東鎮,上舘里,363,11,191,220,18,1253
新竹縣,竹東鎮,東寧里,364,11,208,163,23,1240
新竹縣,竹東鎮,東寧里,280,14,222,177,10,1077
新竹縣,竹東鎮,東寧里,233,11,147,165,17,840
新竹縣,竹東鎮,中正里,168,12,158,103,6,649
新竹縣,竹東鎮,中正里,320,14,260,197,15,1195
新竹縣,竹東鎮,大鄉里,288,15,193,161,24,1077
新竹縣,竹東鎮,大鄉里,263,11,214,160,14,1029
新竹縣,竹東鎮,大鄉里,308,12,194,204,18,1152
新竹縣,竹東鎮,大鄉里,321,11,158,184,15,1090
新竹縣,竹東鎮,中山里,267,8,143,139,12,825
新竹縣,竹東鎮,中山里,259,15,183,129,14,849
新竹縣,竹東鎮,南華里,331,10,214,159,23,1048
新竹縣,竹東鎮,東華里,191,4,148,104,9,686
新竹縣,竹東鎮,商華里,237,6,108,93,9,927
新竹縣,竹東鎮,商華里,301,7,193,157,9,948
新竹縣,竹東鎮,商華里,241,15,163,143,12,1052
新竹縣,竹東鎮,竹東里,198,4,128,66,13,572
新竹縣,竹東鎮,竹東里,217,7,180,106,25,746
新竹縣,竹東鎮,忠孝里,211,1,194,84,14,732
新竹縣,竹東鎮,忠孝里,245,6,159,104,17,786
新竹縣,竹東鎮,鷄林里,368,12,218,172,15,1269
新竹縣,竹東鎮,鷄林里,333,8,225,197,22,1378
新竹縣,竹東鎮,鷄林里,330,12,229,150,25,1096
新竹縣,竹東鎮,仁愛里,221,15,176,152,20,924
新竹縣,竹東鎮,仁愛里,306,9,210,143,18,1136
新竹縣,竹東鎮,仁愛里,287,9,279,148,26,1102
新竹縣,竹東鎮,榮樂里,216,12,133,108,18,691
新竹縣,竹東鎮,榮樂里,226,6,114,102,17,660
新竹縣,竹東鎮,榮華里,354,7,237,161,17,1291
新竹縣,竹東鎮,榮華里,394,10,210,245,16,1354
新竹縣,竹東鎮,榮華里,357,10,240,202,19,1314
新竹縣,竹東鎮,榮華里,337,13,266,189,33,1278
新竹縣,竹東鎮,榮華里,398,10,240,203,20,1378
新竹縣,竹東鎮,五豐里,307,14,218,203,23,1184
新竹縣,竹東鎮,五豐里,243,6,198,160,13,1204
新竹縣,竹東鎮,五豐里,284,21,224,193,22,1182
新竹縣,竹東鎮,五豐里,270,9,200,178,12,1106
新竹縣,竹東鎮,五豐里,373,14,264,204,23,1442
新竹縣,竹東鎮,五豐里,354,12,151,152,13,1091
新竹縣,竹東鎮,陸豐里,172,6,175,94,14,554
新竹縣,竹東鎮,三重里,243,15,199,259,30,1297
新竹縣,竹東鎮,三重里,283,24,191,279,23,1335
新竹縣,竹東鎮,三重里,336,12,201,239,29,1328
新竹縣,竹東鎮,三重里,275,8,141,202,19,989
新竹縣,竹東鎮,三重里,275,11,146,179,17,1035
