南投縣,名間鄉,田仔村,23,7,392,88,280,0,16,12,49,0,4,58,1260
南投縣,名間鄉,大坑村,12,16,240,51,158,9,8,4,21,1,3,16,746
南投縣,名間鄉,大庄村,25,25,622,178,393,10,19,9,47,0,2,58,1816
南投縣,名間鄉,廍下村,15,6,250,71,233,4,10,6,23,0,1,30,883
南投縣,名間鄉,赤水村,19,12,381,98,280,2,8,11,23,0,4,52,1203
南投縣,名間鄉,竹圍村,12,8,349,71,197,3,6,6,17,0,8,17,950
南投縣,名間鄉,三崙村,20,26,411,119,398,8,24,15,37,1,1,54,1537
南投縣,名間鄉,松山村,15,8,397,104,440,1,16,13,47,1,3,38,1554
南投縣,名間鄉,松柏村,11,13,329,105,286,4,14,17,47,2,1,23,1141
南投縣,名間鄉,崁腳村,11,11,196,39,282,2,9,4,21,0,1,28,824
南投縣,名間鄉,埔中村,10,9,301,56,222,5,9,3,31,2,2,26,898
南投縣,名間鄉,新厝村,6,7,202,44,229,9,14,15,24,3,13,28,786
南投縣,名間鄉,新光村,20,23,511,84,446,5,13,12,43,2,12,58,1685
南投縣,集集鎮,集集里,8,2,201,55,371,13,15,9,53,5,0,21,1013
南投縣,集集鎮,和平里,12,12,206,43,271,3,8,8,33,1,2,27,924
南投縣,集集鎮,林尾里,10,4,139,37,167,5,4,4,24,1,2,14,553
南投縣,集集鎮,田寮里,14,15,313,52,396,7,5,6,34,2,3,29,1245
南投縣,集集鎮,隘寮里,5,7,147,27,133,2,6,9,22,0,1,29,562
南投縣,集集鎮,玉映里,4,3,106,28,156,3,5,1,27,0,0,12,485
南投縣,集集鎮,吳厝里,10,11,210,40,310,6,10,10,35,0,2,16,868
南投縣,集集鎮,八張里,11,14,339,64,469,16,9,19,60,2,7,47,1456
南投縣,集集鎮,永昌里,6,6,201,49,311,4,11,11,25,1,1,18,908
南投縣,集集鎮,廣明里,4,6,129,37,217,4,8,8,24,0,1,21,679
南投縣,集集鎮,廣明里、富山里,2,4,79,24,148,3,4,1,14,0,1,22,436
南投縣,集集鎮,富山里,3,4,58,13,147,1,2,3,11,0,0,15,395
南投縣,竹山鎮,竹山里,13,7,526,145,706,17,16,26,76,3,2,26,2048
南投縣,竹山鎮,中正里,7,1,144,53,218,9,4,6,30,0,3,7,657
南投縣,竹山鎮,中山里,41,27,1097,235,1361,24,42,56,116,8,10,85,4460
南投縣,竹山鎮,雲林里,34,31,874,189,1099,29,32,30,114,0,6,53,3443
