臺北市,士林區,岩山里,0,8,2,1,3,549,677,6,1747
臺北市,士林區,名山里,1,15,3,0,2,472,701,13,1580
臺北市,士林區,名山里,0,13,1,1,6,498,619,11,1576
臺北市,士林區,名山里,1,15,1,2,8,443,542,16,1401
臺北市,士林區,名山里,2,7,0,0,6,417,681,16,1528
臺北市,士林區,德行里,0,8,1,2,6,385,534,4,1272
臺北市,士林區,德行里,0,6,1,0,4,293,503,13,1153
臺北市,士林區,德行里,1,13,2,0,3,307,559,14,1308
臺北市,士林區,德華里,0,15,1,4,3,403,722,11,1636
臺北市,士林區,德華里,2,10,2,0,4,429,784,10,1700
臺北市,士林區,德華里,0,5,4,3,5,375,687,7,1509
臺北市,士林區,聖山里,0,18,2,0,7,413,615,15,1498
臺北市,士林區,聖山里,1,12,0,1,3,398,636,10,1406
臺北市,士林區,聖山里,1,12,1,2,6,638,395,13,1432
臺北市,士林區,忠誠里,0,11,2,2,7,705,373,10,1590
臺北市,士林區,忠誠里,0,9,6,0,6,529,527,12,1531
臺北市,士林區,忠誠里,0,8,3,1,7,528,631,17,1758
臺北市,士林區,芝山里,2,7,5,1,7,434,719,23,1664
臺北市,士林區,芝山里,0,11,1,1,12,419,596,15,1432
臺北市,士林區,芝山里,0,18,4,0,9,504,701,22,1721
臺北市,士林區,芝山里,1,12,2,0,3,441,652,15,1546
臺北市,士林區,東山里,1,7,0,1,6,502,613,11,1559
臺北市,士林區,東山里,1,10,1,0,4,395,550,15,1427
臺北市,士林區,東山里,3,16,2,1,3,559,423,14,1409
臺北市,士林區,三玉里,1,12,4,2,4,545,692,15,1805
臺北市,士林區,三玉里,1,4,2,0,12,432,710,10,1615
臺北市,士林區,三玉里,0,8,1,0,7,416,687,7,1611
臺北市,士林區,蘭雅里,0,10,1,0,4,386,648,11,1494
臺北市,士林區,蘭雅里,4,8,5,5,1,400,713,15,1654
臺北市,士林區,蘭雅里,0,7,0,1,0,411,582,11,1369
臺北市,士林區,蘭雅里,3,10,3,0,6,378,593,6,1436
臺北市,士林區,蘭雅里,0,16,2,0,12,403,610,7,1494
臺北市,士林區,蘭興里,2,5,1,0,3,359,602,9,1389
臺北市,士林區,蘭興里,1,9,0,0,8,362,644,16,1439
臺北市,士林區,蘭興里,2,10,2,0,7,401,695,18,1572
臺北市,士林區,蘭興里,1,12,1,1,7,323,488,11,1155
臺北市,士林區,天福里,0,5,1,0,5,383,653,9,1471
臺北市,士林區,天福里,0,10,3,0,6,332,498,14,1273
臺北市,士林區,天福里,0,12,2,1,4,397,515,14,1260
臺北市,士林區,天福里,0,8,3,2,5,338,461,11,1240
臺北市,士林區,天祿里,1,7,2,1,5,398,589,16,1481
臺北市,士林區,天祿里,0,12,2,1,3,403,713,13,1547
臺北市,士林區,天祿里,0,9,2,1,7,336,653,11,1412
臺北市,士林區,天壽里,0,9,0,0,3,315,600,11,1266
臺北市,士林區,天壽里,2,12,2,2,0,459,579,12,1470
臺北市,士林區,天壽里,2,14,2,0,10,431,560,5,1452
臺北市,士林區,天和里,1,10,2,1,7,420,631,9,1501
臺北市,士林區,天和里,3,9,2,0,9,428,633,20,1566
臺北市,士林區,天和里,2,11,1,1,11,470,651,15,1673
臺北市,士林區,天和里,0,13,1,2,3,396,638,13,1587
臺北市,士林區,天山里,1,11,1,2,7,439,621,16,1680
臺北市,士林區,天山里,2,10,2,0,4,403,478,2,1273
臺北市,士林區,天山里,3,4,0,1,5,415,549,6,1438
臺北市,士林區,天山里,0,9,3,0,7,401,601,8,1484
臺北市,士林區,天玉里,0,13,2,0,4,412,596,17,1513
臺北市,士林區,天玉里,0,9,6,0,5,427,526,13,1427
臺北市,士林區,天玉里,0,10,0,1,5,421,594,13,1472
臺北市,士林區,天玉里,0,7,2,2,4,405,534,14,1352
臺北市,士林區,天玉里,0,12,5,1,4,437,570,9,1491
臺北市,士林區,天母里,1,15,1,1,8,483,638,26,1671
臺北市,士林區,天母里,0,10,2,0,5,368,478,8,1245
臺北市,士林區,天母里,1,14,0,1,6,500,699,16,1727
臺北市,士林區,天母里,1,4,0,1,1,220,376,8,955
臺北市,士林區,永福里,0,3,2,2,6,228,562,15,1125
臺北市,士林區,公館里,3,14,3,0,6,252,686,30,1266
臺北市,士林區,新安里,1,2,0,1,7,201,417,4,901
臺北市,士林區,新安里,0,6,1,1,6,182,419,10,874
臺北市,士林區,陽明里,1,14,1,1,5,161,471,7,914
臺北市,士林區,陽明里,4,6,0,0,1,270,374,9,937
臺北市,士林區,陽明里,1,3,2,0,2,273,294,14,864
臺北市,士林區,菁山里,0,1,1,1,4,134,238,4,534
臺北市,士林區,菁山里,3,9,0,1,1,230,436,11,872
臺北市,士林區,平等里,1,8,5,1,6,216,774,10,1269
臺北市,士林區,溪山里,4,12,2,2,5,264,653,15,1268
臺北市,士林區,翠山里,1,14,2,1,7,459,313,14,1222
臺北市,士林區,翠山里,0,14,1,1,5,434,297,11,1166
臺北市,士林區,臨溪里,2,7,3,1,7,414,492,18,1350
臺北市,士林區,臨溪里,1,7,0,1,4,367,474,7,1233
臺北市,內湖區,西湖里,2,19,0,1,2,406,755,17,1624
臺北市,內湖區,西湖里,4,7,2,2,4,384,717,17,1613
臺北市,內湖區,西湖里,3,8,3,2,4,439,698,15,1643
臺北市,內湖區,西湖里,0,9,0,2,5,435,687,13,1609
臺北市,內湖區,西康里,1,6,3,3,9,404,630,13,1522
臺北市,內湖區,西康里,0,13,2,1,13,463,638,18,1593
臺北市,內湖區,西康里,1,19,3,1,2,486,652,11,1662
臺北市,內湖區,西康里,2,10,3,3,7,446,599,13,1552
臺北市,內湖區,西康里,2,18,3,1,1,587,412,19,1497
臺北市,內湖區,西安里,2,11,3,1,6,438,529,7,1363
臺北市,內湖區,西安里,0,12,2,1,2,452,522,11,1350
臺北市,內湖區,西安里,1,11,4,1,6,371,598,19,1385
臺北市,內湖區,西安里,0,15,3,0,5,446,628,15,1580
臺北市,內湖區,港墘里,1,17,1,3,11,483,682,13,1634
臺北市,內湖區,港墘里,0,15,0,1,7,480,745,21,1674
臺北市,內湖區,港墘里,1,11,5,2,4,389,741,10,1625
臺北市,內湖區,港都里,0,5,1,3,5,426,677,13,1541
臺北市,內湖區,港都里,0,8,1,0,3,442,621,10,1555
臺北市,內湖區,港都里,2,11,0,1,6,394,621,10,1472
臺北市,內湖區,港富里,1,8,3,1,2,422,715,11,1564
臺北市,內湖區,港富里,0,18,1,1,4,439,672,19,1571
臺北市,內湖區,港富里,1,12,0,3,4,430,591,10,1487
臺北市,內湖區,港富里,2,14,4,1,4,454,690,10,1596
臺北市,內湖區,港富里,1,16,4,3,4,469,653,14,1641
臺北市,內湖區,港華里,0,8,0,1,10,422,541,9,1400
臺北市,內湖區,港華里,1,16,2,1,7,358,626,19,1415
臺北市,內湖區,港華里,0,8,4,2,6,375,561,11,1332
